,License,Inspection_ID,seriousCount,minorCount,Facility_Type,pastFail,pastCritical,pastSerious,pastMinor,timeSinceLast,firstRecord,ageAtInspection,consumption_on_premises_incidental_activity,tobacco_retail_over_counter,package_goods,limited_business_license,outdoor_patio,public_place_of_amusement,childrens_services_facility_license,tavern,regulated_business_license,filling_station,caterers_liquor_license,mobile_food_license,heat_burglary,heat_garbage,heat_sanitation,Inspector_Assigned,precipIntensity,temperatureMax,windSpeed,humidity,criticalFound,last_check
7843,1513989,1106469,0,3,Grocery_Store,0,0,0,0,10.4,1,7.12602739726027,0,1,1,0,0,0,0,0,0,0,0,0,42.1490633392907,22.3095607337093,60.4640311225445,purple,0.0,53.8033333333333,9.44666666666667,0.55,0,0.14215476699444207
7844,1514084,679773,0,7,Restaurant,0,0,0,0,10.4,1,5.57534246575342,0,0,0,0,0,0,0,0,0,0,0,0,21.7196283958312,37.6477606402062,8.55579102978154,yellow,0.0,57.04,14.6133333333333,0.413333333333333,0,0.14215476699444207
7845,1514084,1084452,0,5,Restaurant,0,0,0,7,12.0,0,6.5972602739726,0,0,0,0,0,0,0,0,0,0,0,0,19.4908477506572,38.5883990681637,16.7605032868876,green,0.0005633333333333,34.1766666666667,17.2133333333333,0.646666666666667,0,0.0
7846,1514130,1114644,2,7,Restaurant,0,0,0,0,10.4,1,6.95342465753425,0,0,0,0,0,0,0,0,0,0,0,0,26.714259764208,10.1914307465588,23.6138316174649,orange,0.0022666666666666,31.2533333333333,11.1,0.67,0,0.14215476699444207
7847,1514280,614495,1,4,Restaurant,0,0,0,0,10.4,1,4.85479452054795,1,0,0,0,0,0,0,0,0,0,0,0,9.49280773222027,0.0001503899802034,13.1537671393901,green,9e-05,68.5033333333333,8.79666666666667,0.673333333333333,0,0.14215476699444207
7848,1514280,1114661,0,7,Restaurant,1,0,1,4,16.0,0,6.23013698630137,0,0,0,0,0,0,0,0,0,0,0,0,11.4765374822822,4.38841507972506,19.8743746186507,orange,0.00099,28.5666666666667,9.53666666666667,0.766666666666667,0,0.0
7849,1514280,1228437,0,6,Restaurant,0,0,0,7,11.0,0,7.18904109589041,1,0,0,0,0,0,0,0,1,0,0,0,11.31360763108,0.0115541483864888,3.94384551272591,orange,0.0004333333333333,31.7233333333333,12.7266666666667,0.72,0,0.0
7850,1514313,1198997,2,5,Restaurant,0,0,0,0,10.4,1,7.22739726027397,0,0,0,0,0,0,0,0,0,0,0,0,12.1703336628076,11.0261788068955,38.8616823391714,blue,0.00963,75.6166666666667,7.94,0.656666666666667,1,0.14215476699444207
7851,1514318,1369353,0,5,Restaurant,0,0,0,0,10.4,1,7.62465753424657,1,0,0,0,0,0,0,0,0,0,0,0,23.2296773329853,31.3309206688165,11.4401055677487,blue,0.0023666666666666,76.9466666666667,8.56333333333333,0.6,0,0.14215476699444207
7852,1514318,1497413,1,12,Restaurant,0,0,0,5,12.0,0,8.62739726027397,1,0,0,0,0,0,0,0,0,0,0,0,50.0196155312524,9.94869860551683,11.0434995249681,blue,3.33333333333333e-05,69.6666666666667,6.05,0.776666666666667,1,0.0
7853,1514514,1214463,3,8,Restaurant,0,0,0,0,10.4,1,5.44931506849315,0,0,0,0,0,0,0,0,0,0,0,0,8.79005375632519,13.5059464434293,15.3324749436073,orange,0.0009333333333333,55.76,10.6266666666667,0.573333333333333,1,0.14215476699444207
7854,1514514,1234851,0,0,Restaurant,1,2,3,8,3.0,0,5.77260273972603,0,0,0,0,0,0,0,0,0,0,0,0,17.2255917413869,4.18305623019799,31.908392050022,orange,0.0055233333333333,77.21,5.74666666666667,0.586666666666667,0,1.0
7855,1514514,1335332,0,3,Restaurant,0,0,0,0,8.0,0,6.46575342465753,0,0,0,0,0,0,0,0,0,0,0,0,30.844358881729,7.82287781809417,31.7695142041861,green,0.00105,75.9266666666667,15.0133333333333,0.586666666666667,0,0.0
7856,1514514,1401448,0,4,Restaurant,0,0,0,3,9.0,0,7.27945205479452,0,0,0,0,0,0,0,0,0,0,1,0,17.721668847355,10.9878772815853,19.3875819540346,orange,0.0,33.5333333333333,15.81,0.543333333333333,0,0.0
7857,1514538,1234443,2,0,Restaurant,0,0,0,0,10.4,1,5.96986301369863,1,0,0,0,0,0,0,0,0,0,0,0,59.6369891970234,53.277617514708,83.5066704632366,blue,0.0030766666666666,84.1466666666667,7.92666666666667,0.596666666666667,0,0.14215476699444207
7858,1514574,1391276,1,2,Grocery_Store,0,0,0,0,10.4,1,7.52602739726027,0,1,0,1,0,0,0,0,0,0,0,0,18.9159930724982,6.40514405611747,50.7069577074097,green,0.0027666666666666,44.5333333333333,5.79666666666667,0.746666666666667,0,0.14215476699444207
7859,1514664,1138332,1,4,Restaurant,0,0,0,0,10.4,1,6.07671232876712,0,0,0,0,0,0,0,0,0,0,0,0,24.7159944098951,0.659935668477065,6.78841174415403,green,0.0,86.4966666666667,10.1,0.4,0,0.14215476699444207
7860,1514664,1365299,0,3,Restaurant,0,0,1,4,15.0,0,7.38630136986301,0,0,0,0,0,0,0,0,0,0,0,0,7.25962192681246,0.975599504490212,9.42754787006761,green,0.0023666666666666,74.04,7.60666666666667,0.686666666666667,0,0.0
7861,1514672,634648,0,5,Grocery_Store,0,0,0,0,10.4,1,5.0986301369863,0,1,1,0,0,0,0,0,0,0,0,0,23.3107678400391,41.5754024052339,18.8492155652132,blue,0.00756,66.2066666666667,9.83,0.73,0,0.14215476699444207
7862,1514750,517553,0,4,Restaurant,0,0,0,0,10.4,1,5.38904109589041,0,0,0,0,0,0,0,0,0,0,0,0,25.5106288604961,15.7499338891759,70.1019498633092,blue,0.0003633333333333,59.8666666666667,9.74666666666667,0.666666666666667,0,0.14215476699444207
7863,1514750,1198888,0,2,Restaurant,0,0,0,4,20.0,0,7.03835616438356,0,0,0,0,0,0,0,0,0,0,0,0,19.9517872232661,15.5976465937339,25.5527652377962,blue,0.00073,60.8133333333333,7.02666666666667,0.683333333333333,0,0.0
7864,1514780,1277453,0,7,Restaurant,0,0,0,0,10.4,1,6.6958904109589,0,0,0,0,0,0,0,0,0,0,0,0,18.5872582062238,15.0141266394619,7.95717512662808,green,0.0049033333333333,74.23,11.7866666666667,0.78,0,0.14215476699444207
7865,1514780,1188739,0,5,Restaurant,0,0,0,7,11.0,0,7.62739726027397,0,0,0,0,0,0,0,0,0,0,0,0,25.940915595915,19.4629429185575,16.8290094783496,blue,0.0023666666666666,75.4566666666667,7.30666666666667,0.623333333333333,0,0.0
7866,1514802,1138958,1,1,Restaurant,0,0,0,0,10.4,1,7.26301369863014,0,1,0,0,0,0,0,1,0,0,0,0,23.5255793034679,6.80431930886096,22.7633504437493,green,0.0116633333333333,79.6433333333333,9.63,0.596666666666667,1,0.14215476699444207
7867,1514813,509323,0,3,Grocery_Store,0,0,0,0,10.4,1,5.08493150684932,0,0,0,0,0,0,0,0,0,0,0,0,12.5358864312334,37.9664185608195,19.9384224049151,orange,0.0004733333333333,73.4966666666667,10.1966666666667,0.64,0,0.14215476699444207
7868,1514813,1202446,1,6,Grocery_Store,0,0,0,3,12.0,0,6.13698630136986,0,0,0,0,0,0,0,0,0,0,0,0,21.0497195126932,34.9676634912749,18.8681344185464,brown,0.0002333333333333,64.1633333333333,9.61333333333333,0.65,0,0.0
7869,1514813,1146293,0,8,Grocery_Store,1,0,1,6,4.0,0,6.48493150684931,0,1,0,1,0,0,0,0,0,0,0,0,26.2302945616841,37.2525371669599,11.8408530206479,green,0.0017133333333333,32.8666666666667,8.7,0.763333333333333,0,0.0
7870,1514813,1434366,0,5,Grocery_Store,0,0,0,8,13.0,0,7.61917808219178,0,0,0,0,0,0,0,0,0,0,0,0,40.8226537039106,14.550548215755,33.0869032569858,blue,0.0015,40.3133333333333,13.1766666666667,0.57,0,0.0
7871,1514864,1271279,0,6,Restaurant,0,0,0,0,10.4,1,5.68767123287671,0,0,0,0,0,0,0,0,0,0,0,0,10.2324155921599,10.6524078846358,5.4575368677886,brown,9e-05,84.6766666666667,8.46666666666667,0.61,0,0.14215476699444207
7872,1514864,1321697,1,4,Restaurant,0,0,0,6,6.0,0,6.22465753424658,0,0,0,0,0,0,0,0,0,0,0,0,1.06360819897684,8.0741320876259,5.60012072826536,blue,0.0009866666666666,20.9833333333333,11.8133333333333,0.696666666666667,1,0.0
7873,1514864,1418238,0,6,Restaurant,0,1,1,4,14.0,0,7.41643835616438,0,0,0,0,0,0,0,0,0,0,0,0,5.07783007839974,6.81947269659636,7.46270217344311,yellow,0.0049666666666666,70.6,10.2833333333333,0.683333333333333,0,1.0
7874,1514893,1235461,2,6,Restaurant,0,0,0,0,10.4,1,6.38630136986301,0,0,0,0,0,0,0,0,0,0,0,0,21.6469790370676,1.95269967913127,17.7351435070315,green,0.0021,58.51,8.49333333333333,0.756666666666667,1,0.14215476699444207
7875,1514893,1235837,2,2,Restaurant,0,2,2,6,7.0,0,7.04109589041096,1,0,0,0,0,0,0,0,0,0,0,0,22.7087011077944,13.6622075781193,27.9009823396661,green,0.0031033333333333,82.2166666666667,8.34666666666667,0.623333333333333,0,1.0
7876,1514960,1319897,0,4,Restaurant,0,0,0,0,10.4,1,7.23561643835616,0,0,0,0,0,0,0,0,0,0,0,0,43.2712308591996,3.13517164649808,5.07945558410555,blue,0.0104666666666667,51.7733333333333,10.3733333333333,0.77,0,0.14215476699444207
7877,1515016,614547,0,3,Restaurant,0,0,0,0,10.4,1,5.67123287671233,0,0,1,1,0,0,0,0,0,0,0,0,7.60210382310715,5.13377875090749,6.30963980690508,green,0.0019066666666666,59.0466666666667,13.0166666666667,0.55,0,0.14215476699444207
7878,1515016,1115160,1,2,Restaurant,0,0,0,3,25.0,0,7.78356164383562,0,0,1,1,0,0,0,0,0,0,0,0,17.1401385213342,13.4901200170448,18.3660674192009,orange,0.0001333333333333,30.97,10.1066666666667,0.616666666666667,0,0.0
7879,1515022,1230157,1,7,Restaurant,0,0,0,0,10.4,1,5.67123287671233,0,0,0,0,0,0,0,0,0,0,0,0,11.0487740124941,24.0598662314365,20.0982192808571,orange,0.0,88.6466666666667,7.45333333333333,0.596666666666667,0,0.14215476699444207
7880,1515022,1329262,0,5,Restaurant,0,0,1,7,9.0,0,6.44383561643836,1,0,0,0,0,0,0,0,0,0,0,0,24.2617799526151,25.823510869537,10.7279085292895,brown,0.0069933333333333,56.1966666666667,11.09,0.616666666666667,0,0.0
7881,1515022,1434671,1,7,Restaurant,0,0,0,5,11.0,0,7.3972602739726,0,0,0,0,0,0,0,0,0,0,0,0,22.0919754641594,23.7520765953887,9.73166346829033,orange,0.0,46.6133333333333,4.85666666666667,0.553333333333333,0,0.0
7882,1515022,1506219,0,4,Restaurant,0,0,1,7,6.0,0,7.91506849315068,1,0,0,0,0,0,0,0,0,0,0,0,7.39320781738055,36.623476827791,5.14655078614522,brown,0.0056,62.7866666666667,7.87666666666667,0.726666666666667,0,0.0
7883,1515134,614703,1,3,Restaurant,0,0,0,0,10.4,1,5.42739726027397,0,0,0,0,0,0,0,0,0,0,0,0,9.42819958687477,13.7277432087573,3.99254479017296,green,0.0014266666666666,39.7133333333333,13.18,0.763333333333333,0,0.14215476699444207
7884,1515134,1235957,1,2,Restaurant,1,0,1,3,19.0,0,7.05753424657534,0,0,0,0,0,0,0,0,0,0,0,0,1.02401571603364,11.2814621468138,8.60612913066808,green,0.0013666666666666,75.63,7.79333333333333,0.693333333333333,0,0.0
7885,1515134,1482364,0,3,Restaurant,1,0,1,2,12.0,0,8.05753424657534,0,0,0,0,0,0,0,0,0,0,0,0,1.18267674941617,18.0580126241727,50.0724505094401,purple,0.0015,81.1366666666667,6.73666666666667,0.696666666666667,1,0.0
7886,1515180,1134423,1,5,Restaurant,0,0,0,0,10.4,1,6.42739726027397,0,0,0,0,0,0,0,0,0,0,0,0,11.252520076549,0.0250048940038726,4.90313376315376,green,0.0130866666666667,86.9633333333333,9.71666666666667,0.67,0,0.14215476699444207
7887,1515180,1139046,0,4,Restaurant,0,0,1,5,11.0,0,7.4027397260274,0,0,0,0,0,0,0,0,0,0,0,0,23.2108696929451,0.187758216353509,5.54719526644216,green,0.0044033333333333,82.8266666666667,9.63333333333333,0.733333333333333,0,0.0
7888,1515180,1395572,0,5,Restaurant,0,0,0,4,6.0,0,7.92328767123288,0,0,0,0,1,0,0,1,0,0,0,0,7.17161249945322,2.91828975478115,2.95386677593317,blue,0.0,30.4833333333333,12.6866666666667,0.72,0,0.0
7889,1515206,1202500,2,3,Grocery_Store,0,0,0,0,10.4,1,6.23013698630137,0,0,0,0,0,0,0,0,0,0,0,0,23.7488082335693,7.65821989015479,3.28679092523255,brown,0.00014,43.62,8.46666666666667,0.68,0,0.14215476699444207
7890,1515206,1146328,0,6,Grocery_Store,1,0,2,3,3.0,0,6.55616438356164,0,0,1,0,0,0,0,0,0,0,0,0,17.1609305380546,5.02819221120971,4.81198781634829,green,0.00033,31.6133333333333,9.60666666666667,0.646666666666667,0,0.0
7891,1515212,1322273,0,2,Restaurant,0,0,0,0,10.4,1,6.34520547945205,0,0,0,0,0,0,0,0,0,0,0,0,3.52295203657636,6.43250149498146,11.3880544647155,green,0.00246,46.7333333333333,10.02,0.773333333333333,0,0.14215476699444207
7892,1515226,1327066,0,9,Grocery_Store,0,0,0,0,10.4,1,6.42739726027397,0,0,0,0,0,0,0,0,0,0,0,0,27.9599055168282,43.2513442014407,53.2106762802613,green,0.0304733333333333,54.4166666666667,11.66,0.786666666666667,0,0.14215476699444207
7893,1515226,1367269,0,5,Grocery_Store,0,0,0,9,5.0,0,6.84109589041096,0,1,0,1,0,0,0,0,0,1,0,0,23.6840468726367,48.0849148693098,36.5429710739216,brown,0.00439,64.7066666666667,9.17333333333333,0.653333333333333,0,0.0
7894,1515226,1385662,2,7,Grocery_Store,0,0,0,5,12.0,0,7.87945205479452,0,1,0,0,0,0,0,0,0,1,0,0,29.2426471338738,37.0661821288302,31.8577672421448,blue,3.33333333333333e-05,69.6666666666667,6.05,0.776666666666667,0,0.0
7895,1515263,1174270,0,5,Restaurant,0,0,0,0,10.4,1,5.84383561643836,0,0,0,0,0,0,0,0,0,0,0,0,15.7454282212484,29.696200119507,27.4837428280141,yellow,0.0066966666666666,86.64,10.86,0.49,0,0.14215476699444207
7896,1515263,1343385,0,2,Restaurant,0,0,0,5,13.0,0,6.96164383561644,0,0,0,0,0,0,0,0,0,0,0,0,19.1991142769636,28.7245560218913,19.7398625979624,green,0.00019,69.9466666666667,8.15666666666667,0.65,0,0.0
7897,1515263,1480273,0,2,Restaurant,0,0,0,2,13.0,0,8.06027397260274,0,0,0,0,0,0,0,0,0,0,0,0,39.5399300826651,27.4056995425806,14.4744237860165,orange,0.0026666666666666,81.81,6.85333333333333,0.686666666666667,0,0.0
7898,1515326,1106865,1,3,Grocery_Store,0,0,0,0,10.4,1,7.1013698630137,0,1,1,0,0,0,0,0,0,0,0,0,8.90957679376296,5.06962069271399,16.4649981188394,purple,0.0083333333333333,75.2233333333333,9.71,0.7,0,0.14215476699444207
7899,1515369,529346,0,1,Restaurant,0,0,0,0,10.4,1,5.66849315068493,0,0,0,0,0,0,0,0,0,0,0,0,14.709508573496,7.87743534287341,15.7176087613256,orange,0.0019066666666666,59.9666666666667,14.12,0.573333333333333,0,0.14215476699444207
7900,1515369,1285207,1,5,Restaurant,0,0,0,1,11.0,0,6.57534246575342,0,0,0,0,0,0,0,0,0,0,0,0,1.64315418048408,14.076630590313,6.90376422863883,orange,0.00165,75.91,10.3266666666667,0.586666666666667,0,0.0
7901,1515369,1072455,2,3,Restaurant,1,0,1,5,8.0,0,7.3041095890411,0,0,0,0,0,0,0,0,0,0,0,0,21.069832174158,17.3370119242452,1.95587054338759,blue,0.00014,63.5433333333333,6.97,0.663333333333333,1,0.0
7902,1515454,1408265,0,3,Grocery_Store,0,0,0,0,10.4,1,8.38356164383562,0,1,1,0,0,0,0,0,0,0,0,0,23.8843292830052,30.505553417816,33.6476683634477,blue,3.33333333333333e-05,69.6666666666667,6.05,0.776666666666667,0,0.14215476699444207
7903,1515517,1174448,0,3,Restaurant,0,0,0,0,10.4,1,6.24931506849315,0,0,0,0,0,0,0,0,0,0,0,0,13.1122459639518,23.3481082020874,22.4748375455175,yellow,0.00593,59.3466666666667,17.7833333333333,0.663333333333333,0,0.14215476699444207
7904,1515517,1367385,0,4,Restaurant,0,0,0,3,12.0,0,7.23561643835616,0,0,0,0,0,0,0,0,0,0,0,0,18.5102927354901,22.3978535891345,7.64549721604707,brown,0.0104666666666667,51.7733333333333,10.3733333333333,0.77,0,0.0
7905,1515562,596457,0,5,Grocery_Store,0,0,0,0,10.4,1,5.59178082191781,0,1,1,0,0,0,0,0,0,0,0,0,36.398566381062,33.6839297913426,34.5672816076077,blue,0.0035166666666666,64.02,8.92666666666667,0.646666666666667,0,0.14215476699444207
7906,1515562,1106482,0,5,Grocery_Store,0,0,0,5,18.0,0,7.13698630136986,0,0,0,0,0,0,0,0,0,0,0,0,16.4219936291022,10.0389031210794,90.8240277193784,purple,0.0,46.8466666666667,8.49,0.433333333333333,0,0.0
7907,1515568,1353772,0,6,Restaurant,0,0,0,0,10.4,1,6.92876712328767,0,0,0,0,0,0,0,0,0,0,0,0,14.261910960158,18.7236958813475,29.1019576728845,yellow,9e-05,90.27,7.44,0.64,0,0.14215476699444207
7908,1515568,1497984,0,4,Restaurant,0,1,0,6,15.0,0,8.18356164383562,0,0,0,0,0,0,0,0,0,0,0,0,16.796406544325,28.9788638555422,12.7534705739483,orange,0.0002666666666666,55.4633333333333,10.87,0.75,0,0.0
7909,1515654,679911,1,4,Restaurant,0,0,0,0,10.4,1,6.15890410958904,0,0,0,0,0,0,0,0,0,0,0,0,10.6991874749413,9.83781217436249,10.9015355705282,green,0.0,49.44,10.3266666666667,0.473333333333333,0,0.14215476699444207
7910,1515706,1142231,1,5,Grocery_Store,0,0,0,0,10.4,1,6.28493150684931,0,0,0,0,0,0,0,0,0,0,0,0,2.4461461914009,6.10736904546491,19.7260621602762,yellow,0.0,40.8733333333333,13.2033333333333,0.59,0,0.14215476699444207
7911,1515706,1228391,0,2,Grocery_Store,1,0,1,5,12.0,0,7.34520547945205,0,0,0,0,0,0,0,0,0,0,0,0,5.44367424647082,37.9094550596114,22.0335194251977,orange,0.0002,26.3133333333333,9.42333333333333,0.74,0,0.0
7912,1515745,1098591,0,10,Restaurant,0,0,0,0,10.4,1,6.58082191780822,0,0,0,0,0,0,0,0,0,0,0,0,31.2721770293646,51.7741227217086,15.3925733053726,blue,0.0014033333333333,79.64,12.0966666666667,0.58,1,0.14215476699444207
7913,1515745,1166388,0,2,Restaurant,0,2,0,10,11.0,0,7.53698630136986,0,0,0,0,0,0,0,0,0,0,0,0,31.3055944050904,23.3240921599817,15.8567457374435,yellow,0.0,88.85,10.9333333333333,0.65,1,1.0
7914,1515958,1184398,0,4,Restaurant,0,0,0,0,10.4,1,6.0958904109589,0,0,0,0,0,0,0,0,0,0,0,0,14.6100466540498,0.35387913526907,1.91922232580678,yellow,0.0066966666666666,86.64,10.86,0.49,0,0.14215476699444207
7915,1515958,1324503,0,5,Restaurant,0,0,0,4,11.0,0,7.06301369863014,0,0,0,0,0,0,0,0,0,0,0,0,6.07703644088488,0.0023578964832497,8.30791464174406,yellow,4.66666666666667e-05,64.78,7.08,0.586666666666667,0,0.0
7916,1515999,539608,0,7,Grocery_Store,0,0,0,0,10.4,1,5.19452054794521,0,0,0,0,0,0,0,0,0,0,0,0,27.4095875120375,35.7036023838744,20.9357361841693,green,0.0041633333333333,41.0633333333333,15.01,0.813333333333333,0,0.14215476699444207
7917,1515999,1271505,1,6,Grocery_Store,0,0,0,7,11.0,0,6.17534246575342,0,0,0,1,0,0,0,0,0,0,0,0,13.9021798378492,26.8788700293359,46.0002600329062,brown,0.0,31.22,7.91333333333333,0.656666666666667,0,0.0
7918,1515999,1395739,0,9,Grocery_Store,1,0,1,6,12.0,0,7.2027397260274,0,0,0,0,0,0,0,0,0,0,0,0,13.1077447198957,29.014214324553,50.5818700233265,orange,0.0398333333333333,29.71,16.3233333333333,0.63,1,0.0
7919,1515999,1506214,1,6,Grocery_Store,0,2,0,9,8.0,0,7.9041095890411,0,0,0,0,0,0,0,0,0,0,0,0,20.1765520275229,22.3575014679378,23.671331768521,brown,0.0,62.87,8.78,0.546666666666667,0,1.0
7920,1516125,519264,0,2,Grocery_Store,0,0,0,0,10.4,1,5.61917808219178,0,0,0,0,0,0,0,0,0,0,0,0,16.695778650011,15.1547018601358,40.4289430416302,purple,0.0164966666666667,60.7166666666667,11.0433333333333,0.86,0,0.14215476699444207
7921,1516125,1313297,0,3,Grocery_Store,0,0,0,2,14.0,0,6.8054794520548,0,0,0,0,0,0,0,0,0,0,0,0,16.9155758666955,23.8129489686469,37.595412955496,yellow,0.0004666666666666,63.8933333333333,11.79,0.703333333333333,0,0.0
7922,1516125,1322355,0,1,Grocery_Store,0,0,0,3,2.0,0,6.98082191780822,0,0,0,0,0,0,0,0,0,0,0,0,21.309633650246,23.1637798430009,32.2981443797237,green,0.0017133333333333,32.8666666666667,8.7,0.763333333333333,0,0.0
7923,1516125,1092795,0,1,Grocery_Store,0,0,0,1,11.0,0,7.95068493150685,0,0,0,0,0,0,0,0,0,0,0,0,16.4745988987046,9.48193276052623,45.1767191752094,yellow,0.0398333333333333,29.71,16.3233333333333,0.63,0,0.0
7924,1516129,659241,0,4,Restaurant,0,0,0,0,10.4,1,4.97808219178082,0,0,0,0,0,0,0,0,0,0,0,0,0.190734917141164,13.7152904535548,10.3290218745661,blue,0.0001733333333333,54.6866666666667,13.3966666666667,0.616666666666667,1,0.14215476699444207
7925,1516129,1188498,1,7,Restaurant,0,1,0,4,15.0,0,6.21095890410959,0,0,0,0,0,0,0,0,0,0,0,0,4.20600628235446,14.1716165267704,3.89942130312299,blue,0.01161,48.6833333333333,13.2666666666667,0.856666666666667,0,1.0
7926,1516132,1202320,0,2,Restaurant,0,0,0,0,10.4,1,5.83287671232877,0,0,0,0,0,0,0,0,0,0,0,0,13.422854005879,10.8798693648398,6.21609648929554,brown,0.0,78.4233333333333,10.7933333333333,0.516666666666667,0,0.14215476699444207
7927,1516132,1146270,0,4,Restaurant,0,0,0,2,7.0,0,6.45753424657534,0,0,0,0,0,0,0,0,0,0,0,0,32.8784442693135,11.4889760504708,7.07809814672827,green,0.0022666666666666,31.2533333333333,11.1,0.67,0,0.0
7928,1516132,1402197,1,3,Restaurant,0,0,0,4,13.0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,37.1184048361561,29.5179341103592,17.467804972694,blue,0.0029,44.93,8.18333333333333,0.723333333333333,0,0.0
7929,1516132,1501249,0,2,Restaurant,0,0,1,3,7.0,0,8.2027397260274,0,0,0,0,0,0,0,0,0,0,0,0,16.4401182851801,13.433848933491,10.6578561599428,blue,0.0001333333333333,62.6,4.69,0.67,0,0.0
7930,1516153,1322322,0,2,Grocery_Store,0,0,0,0,10.4,1,6.9041095890411,0,0,0,0,0,0,0,0,0,0,0,0,35.9791845849454,7.01267727984465,19.8773958388389,green,9.66666666666667e-05,42.9666666666667,14.0133333333333,0.653333333333333,0,0.14215476699444207
7931,1516153,1092798,0,1,Grocery_Store,0,0,0,2,12.0,0,7.95342465753425,0,0,0,0,0,0,0,0,0,0,0,0,23.9202026397832,3.28236885986139,59.6873892340227,yellow,0.0398,23.59,14.8966666666667,0.603333333333333,0,0.0
7932,1516153,1441426,0,1,Grocery_Store,0,0,0,1,7.0,0,8.56986301369863,0,0,0,0,0,0,0,0,0,0,0,0,46.3142378169987,2.34017638273957,31.8410754875088,yellow,6.66666666666667e-05,76.4,5.43,0.633333333333333,0,0.0
7933,1516155,1099080,1,2,Other,0,0,0,0,10.4,1,6.65753424657534,0,0,0,0,0,0,0,0,0,0,0,0,15.8714752774454,18.0653383594488,36.684677147854,blue,9e-05,79.7,7.94666666666667,0.67,0,0.14215476699444207
7934,1516172,670480,0,3,Grocery_Store,0,0,0,0,10.4,1,6.0,0,1,1,1,0,0,0,0,0,0,0,0,17.6934940229395,15.0836269868756,49.0421408671634,blue,0.0002333333333333,36.0133333333333,10.65,0.616666666666667,0,0.14215476699444207
7935,1516172,1418542,0,5,Grocery_Store,0,0,0,3,31.0,0,8.61095890410959,0,1,1,0,0,0,0,0,0,0,0,0,22.9718504749392,24.8429302127843,18.9164075933241,yellow,0.0,69.46,3.62,0.65,0,0.0
7936,1516203,1235315,1,4,Grocery_Store,0,0,0,0,10.4,1,5.98082191780822,0,0,0,1,0,0,0,0,0,0,0,0,29.6039617975606,2.74213987990753,31.3992952798305,green,0.0030033333333333,85.3333333333333,8.30666666666667,0.61,0,0.14215476699444207
7937,1516266,1234704,2,4,Grocery_Store,0,0,0,0,10.4,1,6.26027397260274,0,1,1,0,0,0,0,0,0,0,0,0,31.4569427657093,17.3850003526239,16.9151329303869,blue,0.0038533333333333,79.5533333333333,7.54333333333333,0.68,0,0.14215476699444207
7938,1516266,1375770,2,2,Grocery_Store,1,0,2,4,15.0,0,7.55342465753425,0,0,0,0,0,0,0,0,0,0,0,0,39.5466522228983,16.5142826490373,20.2842524015048,blue,0.0,41.67,6.43666666666667,0.673333333333333,1,0.0
7939,1516266,1496746,0,5,Grocery_Store,1,2,2,2,9.0,0,8.34246575342466,0,1,1,0,0,0,0,0,0,0,0,0,12.3917295965952,16.2361866055643,16.7399748124222,green,0.0002,60.34,5.14666666666667,0.736666666666667,0,1.0
7940,1516376,1286222,0,1,Grocery_Store,0,0,0,0,10.4,1,6.88493150684932,0,0,1,1,0,0,0,0,0,0,0,0,6.57804889531246,16.3072098383557,20.9481926234967,yellow,0.0,26.88,10.2333333333333,0.57,0,0.14215476699444207
7941,1516497,1096491,0,3,Grocery_Store,0,0,0,0,10.4,1,6.53698630136986,0,0,0,0,0,0,0,0,0,0,0,0,27.2690085331309,8.85355069930721,13.7348754788191,green,0.0153066666666667,79.7166666666667,6.84666666666667,0.69,0,0.14215476699444207
7942,1516497,1114914,0,1,Grocery_Store,0,0,0,3,10.0,0,7.39452054794521,0,0,0,0,0,0,0,0,0,0,0,0,20.5551756715563,3.53684564917501,25.9805425543928,orange,0.0,81.9366666666667,7.18,0.66,0,0.0
7943,1516497,1501414,0,1,Grocery_Store,0,0,0,1,16.0,0,8.70958904109589,0,0,0,0,0,0,0,0,0,0,0,0,66.7247984166015,12.6729050409366,45.0766722672032,orange,0.0010666666666666,54.7633333333333,9.25666666666667,0.703333333333333,0,0.0
7944,1516501,1194211,0,3,Grocery_Store,0,0,0,0,10.4,1,6.11506849315068,0,0,0,0,0,0,0,0,0,0,0,0,7.05371696086142,10.7654376250128,5.9048214186763,brown,9e-05,64.2466666666667,15.1866666666667,0.606666666666667,0,0.14215476699444207
7945,1516501,1166280,0,0,Grocery_Store,0,0,0,3,12.0,0,7.17534246575342,0,0,0,0,0,0,0,0,0,0,0,0,14.1031827912253,11.1454598559817,8.15942768922963,yellow,0.0304733333333333,54.4166666666667,11.66,0.786666666666667,0,0.0
7946,1516501,1497586,0,2,Grocery_Store,0,0,0,2,17.0,0,8.64383561643836,0,0,0,0,0,0,0,0,0,0,0,0,4.41310975900624,10.3262164208228,5.2429520796848,orange,0.0005333333333333,54.17,11.8466666666667,0.643333333333333,0,0.0
7947,1516668,679356,1,3,Restaurant,0,0,0,0,10.4,1,5.81095890410959,0,0,0,0,0,0,0,0,0,0,0,0,18.2210413501181,3.18535971327297,29.8823056759464,orange,0.0,39.7666666666667,13.0933333333333,0.656666666666667,0,0.14215476699444207
7948,1516668,1292261,0,4,Restaurant,1,0,1,3,10.0,0,6.66027397260274,0,0,0,0,0,0,0,0,0,0,0,0,21.443976462263,0.321831019254833,12.0735618498261,yellow,9.66666666666667e-05,42.9666666666667,14.0133333333333,0.653333333333333,0,0.0
